cardCode,cardName,description,effects,keywords,imagePath


22107,혈류+,채력을 2 잃습니다.\n{D} 피해를 줍니다. ,losehp_Damage:24.2:Enemy:1,
22108,휩쓸기,선택한 범위에\n{D} 피해를 줍니다. ,3range_Damage:8:any:0.1/0.-1/-1.0/1.0/1.1/-1.-1/1.-1/-1.1,
22109,휩쓸기+,선택한 범위에\n{D} 피해를 줍니다. ,3range_Damage:16:any:0.1/0.-1/-1.0/1.0/1.1/-1.-1/1.-1/-1.1,

22200,뇌진탕,{D} 피해를 주고\n기절을 1 부여합니다.,Damage:6:Enemy:1,Exhausts
22201,뇌진탕+,{D} 피해를 주고\n기절을 1 부여합니다.,Damage:12:Enemy:1,Exhausts
22202,폼맬타격,{D} 피해를 줍니다.\n카드를 한장 뽑습니다.,Damage:6:Enemy:1|Draw:1,
22203,폼밀타격+,{D} 피해를 줍니다.\n카드를 한장 뽑습니다.,Damage:12:Enemy:1|Draw:1,
22204,연속배기,피해를 {D}만큼 4번\n줍니다.,4times_Damage:2:Enemy:1,
22205,연속배기+,피해를 {D}만큼 4번\n줍니다.,4times_Damage:4:Enemy:1,
22206,숙명,{D} 피해를 줍니다.\n적이 처치되면\n그 위치로 이동합니다.,Damage_killedMove:6:Enemy:1,
22207,숙명+,{D} 피해를 줍니다.\n적이 처치되면\n그 위치로 이동합니다.,Damage_killedMove:9:Enemy:1,
22208,피공격,채력을 2 잃습니다\n모든 범위에\n{D} 피해를 줍니다. ,losehp_AllDamage:10.2:All:0.1/0.-1/-1.0/1.0/1.1/-1.-1/1.-1/-1.1,
22209,피공격+,채력을 2 잃습니다\n모든 범위에\n{D} 피해를 줍니다. ,losehp_AllDamage:20.2:All:0.1/0.-1/-1.0/1.0/1.1/-1.-1/1.-1/-1.1,
22210,고기 갈고리,적을 자신의 앞으로\n끌어당기고 {D} 피해를\n줍니다.,Hook_Damage:6:Enemy,Exhausts
22211,고기 갈고리+,적을 자신의 앞으로\n끌어당기고 {D} 피해를\n줍니다.,Hook_Damge:12:Enemy,Exhausts
22212,근력 강화,이번 턴에 사용되는\n다음 액션카드를\n한장 복사합니다.,nextuse_copyCard:1,Exhausts
22213,근력 강화+,이번 턴에 사용되는\n다음 액션카드를\n두장 복사합니다.,nextuse_copyCard:2,Exhausts
22214,무기 상자, 무작위 액션카드를\n한장 생성합니다.,create_DamageCard:0,Exhausts
22215,무기 상자+,무작위 액션카드를\n두장 생성합니다.,create_DamageCard:1,Exhausts


22300,치킨게임,채력2을 잃고\n채력이 가장 낮은\n적에게 {D} 피해를 줍니다.\n적이 처치되면 반복합니다.,Whenkill_losehp:15.1:Enemy,
22301,치킨게임+,채력2을 잃고\n채력이 가장 낮은\n적에게 {D} 피해를 줍니다.\n적이 처치되면 반복합니다.,Whenkill_losehp:30.1:Enemy,
22302,검의 왈츠,피해를 {D}만큼 준후\n무작위 적에게\n피해를 {D} 만큼 5 번\n줍니다. ,Damage_5RandomDamage:10:Enemy:1,
22303,검의 왈츠+,피해를 {D}만큼 준후\n 무작위 적에게\n피해를 {D} 만큼 5 번\n줍니다.,Damage_5RandomDamage:20:Enemy:1,
23304,우렁찬 표효,모든 범위에\n공포를 부여합니다. ,Allrangefear::All:1,Exhausts
23305,우렁찬 표효+,모든 범위에\n공포를 부여합니다. ,Allrangefear::All:2,Exhausts
22306,방어태세,이번 턴동안 적의\n모든 공격을 반사합니다.,reflection_Damage:0:All,Exhausts
22307,방어태세+,이번 턴동안 적의\n모든 공격을 반사합니다.\n반사된 공격은\n2 배의 데미지를 줍니다.,reflection_Damage:1:All,Exhausts


23100,근력 강화,힘을 2 얻습니다.,Strength:2,
23101,근력 강화+,힘을 4 얻습니다.,Strength:4,
23104,혈사포,매턴 채력을 2잃고\n범위 내의 적에게\n6 피해를 줍니다.,everylosehp_AllrangeDamage:6::1,
23105,혈사포+,매턴 채력을 2잃고\n범위 내의 적에게\n12 피해를 줍니다.,everylosehp_AllrangeDamage:12::1,
23106,단검생성,매턴 단검 카드를\n한장 생성합니다.,everyturn_createknife:0,
23107,단검생성+,매턴 단검+ 카드를\n한장 생성합니다.,everyturn_createknife:1,

23200,피의 갈망,채력을 잃을\n때마다 힘을 2\n얻습니다.,everyloseHp_Strength:2,
23201,피의 갈망+,채력을 잃을\n때마다 힘을 4\n얻습니다.,everyloseHp_Strength:4,
23202,처치 강화,적을 처치할\n때마다 힘을 4\n얻습니다.,everyKill_Strength:4,
23203,처치 강화+,적을 처치할\n때마다 힘을 8\n얻습니다.,everyKill_Strength:8,
23204,근력 ,소멸 카드를 사용할\n때마다 힘을 4\n얻습니다.,ExhaustsCard_Strength:4,
23205,근력 강화+,소멸 카드를 사용할\n때마다 힘을 8\n얻습니다.,ExhaustsCard_Strength:8,
23204,파워 ,파워 카드를 사용할\n때마다 힘을 2\n얻습니다.,PowerCard_Strength:2,
23205,파워 강화+,파워 카드를 사용할\n때마다 힘을 4\n얻습니다.,PowerCard_Strength:4,

23300,한계돌파,힘을 2 배로\n만듭니다.,multiple_Strength:2,
23301,한계돌파+,힘을 4 배로\n만듭니다.,multiple_Strength:4,
23304,광폭화,내 턴 시작 시\n 힘을 2 얻습니다.,everyturn_Strength:2,
23305,광폭화,내 턴 시작 시\n 힘을 4 얻습니다.,everyturn_Strength:4,
23306,광폭화,내 턴 시작 시\n채력을 1 잃고\n카드를 1 장 뽑습니다.,everyloseHp_Draw:1.1,
23307,광폭화,내 턴 시작 시\n채력을 1 잃고\n카드를 2 장 뽑습니다.,everyloseHp_Draw:1.2,
23308,광폭화,소멸 카드를\n사용할 때마다\n카드를 1 장 뽑습니다.,ExhaustsCard_Draw:1,
23309,광폭화,소멸 카드를\n사용할 때마다\n카드를 2 장 뽑습니다.,ExhaustsCard_Draw:2,


31000,이동,이동합니다.,Move::Any:1,Exhausts|Ethereal
31001,이동+,이동합니다.,Move::Any:1,Exhausts|Ethereal
32000,발사,{D} 피해를 줍니다.,Shoot:6:Enemy,
32001,발사+,{D} 피해를 줍니다.,Shoot:12:Enemy,
32002,재장전 발사,{D} 피해를 줍니다.\n내 턴이 끝나면 소멸됩니다.,Shoot:6:Enemy,Ethereal
32003,재장전 발사+,{D} 피해를 줍니다.\n내 턴이 끝나면 소멸됩니다.,Shoot:12:Enemy,Ethereal
32120,곰덫,곰덫을 설치 합니다.,trap_32120::Any,
32121,곰덫+,곰덫+을 설치 합니다.,trap_32121::Any,
32122,지뢰,지뢰를 설치 합니다.,trap_32122::Any,
32123,지뢰+,지뢰+를 설치 합니다.,trap_32123::Any,


32200,재장전 ,발사를 2 장 생성합니다.,ReLoad:2,
32201,재장전+,발사를 4 장 생성합니다.,ReLoad:4,
32220,십자폭탄,십자폭탄을 설치합니다.,trap_32220:0,
32221,십자폭탄+,십자폭탄+을 설치합니다.,trap_32221:0,
32223,점프대,점프대를 설치합니다.,trap_32222:10:Any:2,
32224,점프대+,점프대+를 설치합니다.,trap_32223:20:Any:2,

32300,석양이 진다,모든 범위에\n발사합니다.,Allrange_Shoot:1,
32301,석양이 진다+,모든 범위에\n발사합니다.,Allrange_Shoot:2,
32302,난사,범위 내의 무작위 적에게 6번 발사합니다.,6times_Shoot:1,
32303,난사+,범위 내의 무작위 적에게 12번 발사합니다.,6times_Shoot:2,
32304,석양이 진다,포격 지원 버튼을 설치합니다.,trap_32300:10:Any:2,
32305,석양이 진다+,포격 지원 버튼을 설치합니다.,trap_32301:20:Any:2,
32306,지뢰밭,모든 장소에 지뢰를 설치합니다.,Allrange_trap_32122:0,Exhausts
32307,지뢰밭+,모든 장소에 지뢰+를 설치합니다.,Allrange_trap_32123:0,Exhausts


33100,정확도 향상,발사의 사거리를\n1 얻습니다.,ShootRange:1,
33101,정확도 향상+,발사의 사거리를\n2 얻습니다.,ShootRange:2,
33102,탄속 증가,발사의 데미지를\n3 얻습니다.,ShootDamage:3,
33103,탄속 증가+,발사의 데미지를\n6 얻습니다.,ShootDamage:6,
33104,설치가속,설치 할때마다\n힘을 1 얻습니다.,everytrap_Strength:1,
33105,설피가속+,설치 할대마다\n힘을 2 얻습니다.,everytrap_Strength:2,


33200,회피,회피를 1 얻습니다.,Dodge:1,
33201,회피+,회피를 2 얻습니다.,Dodge:2,
33202,도탄,발사를 두번 할때마다.\n 공격한 대상이 아닌\n 무작위 적에게\n 발사합니다.,everyShoot_ricochet:2,
33203,도탄+,발사를 할때마다\n 공격한 대상이 아닌\n 무작위 적에게\n 발사합니다.,everyShoot_ricochet:2,
33302,무기 숙랸,발사를 할때마다. 힘을 1 얻습니다.,everyShoot_Strength:2,
33303,무기 순력+,발사를 할때마다.  힘을 2 얻습니다.,everyShoot_Strength:4,


33300,탄속 증가,발사를 할때마다\n이동카드를\n한장 얻습니다.,Shoot_MoveCard:2,
33301,탄속 증가+,발사를 할때마다\n이동+카드를\n한장 얻습니다.,Shoot_MoveCard:1,
33302,탄속 증가,설치를 할때마다.\n이동카드를\n한장 얻습니다.,everytrap_MoveCard:1,
33303,탄속 증가+,설치를 할때마다.\n이동+카드를\n두장 얻습니다.,everytrap_MoveCard:2,
33304,저격,적과의 거리가 한칸떨어질수록\n발사의 데미지가 2배가 됩니다.,Shoot_ShootDamage:2,
33305,저격+,적과의 거리가 한칸떨어질수록\n발사의 데미지가 2배가 됩니다.,Shoot_ShootDamage:4,
33306,유탄발사,발사가 \n범위 피해를 줍니다.,Shoot_areaattack:1,
33307,유탄발사,발사가 \n범위 피해를 줍니다.,Shoot_areaattack:2,


41000,순간이동,원하는 칸으로 이동합니다.,Move::Any,Exhausts|Retain,
42000,화염구,적에게 화염을 2 부여합니다.,fireball:2,
42001,화염구+,적에게 화염을 4 부여합니다.,fireball:4,
42020,해골 병사.,해골 병사를 소환합니다.,summon_30100:1:Any,
42021,해골 병사.,해골 병사를 소환합니다.,summon_30100:1:Any,




42100,화염구,적에게 화염을 2 부여합니다.,fireball:2,
42101,화염구+,적에게 화염을 4 부여합니다.,fireball:4,

42120,해골 병사.,해골 병사를 소환합니다.,summon_42120:1:Any,
42121,해골 병사.,해골 병사를 소환합니다.,summon_42121:1:Any,



42140,용암 지대,용암 지대를 생성합니다.,Generate_42140::Any,
42141,용암 지대+,용암 지대+를 생성합니다.,Generate_42141::Any,



42240,빙하 지대,빙하 지대를 생성합니다.,Generate_42240::Any,
42241,빙하 지대+,빙하 지대+를 생성합니다.,Generate_42241::Any,




43200,중력.,모든 적을 1 턴간 속박시킵니다.,All_bondage:1,
43201,중력.,모든 적을 2 턴간 속박시킵니다.,All_bondage:2,



43300,한파.,2 턴에 한번 모든 적에게 냉기를 부여합니다.,All_chill:2,
43301,한파.,1 턴에 한번 모든 적에게 냉기를 부여합니다.,All_chill:1,


60000,골드 ,골드{G}를 얻습니다.,Reward_Gold:0,
60001, ,,Reward_Relic:0,
60002, ,,Reward_Item:0,
60003,카드보상,카드를3장중 한장을 선택하여 획듭합니다,Reward_Card:0,
60004,넘기기,카드보상을 넘깁니다.,Reward_Skip:0,
60005,휴식,채력의 30%를회복합니다.,Rest_Heal:0,
60006,강화,카드를 강화합니다.,Rest_Upgrade:0,
60007,카드제거,카드를 제거합니다,remove_Card:0,
60008,전투재시작,전투를 다시 시작합니다.,combat_restart,
60009,메인메뉴,메인메뉴로 이동합니다.,mainmenu,
60010,유물선택,보스 유물 3개 중 하나를 선택합니다.,chooserelic:0,
60011,다음 스테이지,다음 스테이지로 이동합니다.,nextstage:0,



70000,맵 이동,선택한 칸으로 이동합니다.,map_Move::Any:1,
70001,맵 이동+,선택한 칸으로 이동합니다.,map_Move::Any:0.1/0.-1/-1.0/1.0/0.2/0.-2/-2.0/2.0,

80001,저주, 이 카드는 \n제거할수 없습니다.,
80002,미지,아직 발견하지 못했습니다.,,
